URL,Version,Status,OIDs,Name,Title,Description,Used
https://hl7chile.cl/fhir/ig/clcore/CodeSystem/CSEspecialidadOdontologica,1.9.3,active,,CSEspecialidadOdontologica,Especialidad Odontologica,"Especialidad de Odontologica","ValueSet/VSEspecialidadesCL"
https://hl7chile.cl/fhir/ig/clcore/CodeSystem/CSEspecialidadesDeisCL,1.9.3,active,,CSEspecialidadesDeisCL,Códigos de Especialidades,"Códigos de especialidades médicas descritas según DEIS","ValueSet/VSEspecialidadesCL"
https://hl7chile.cl/fhir/ig/clcore/CodeSystem/CSIdentidaddeGenero,1.9.3,active,,CSIdentidaddeGenero,Identidad de Genero,"Identidad de Genero","ValueSet/VSIdentidaddeGenero"
https://hl7chile.cl/fhir/ig/clcore/CodeSystem/CSNombreCampana,1.9.3,active,,CSNombreCampanaCL,Campañas Inmunización,"Códigos de las campañas de vacunas o inmunizaciones según indicaciones del Ministerio de Salud","ValueSet/VSNombreCampana"
https://hl7chile.cl/fhir/ig/clcore/CodeSystem/CSOtrosContactos,1.9.3,active,,CSOtrosContactos,Códigos de otros contactos del paciente,"Códigos de contactos adicionales usados en Chile para paciente","ValueSet/VSOtrosContactos,ValueSet/VSContactoRelacion"
https://hl7chile.cl/fhir/ig/clcore/CodeSystem/CSRazonNOTinm,1.9.3,active,,CSRazonNOinmunizacionCL,Razones no Inmunización,"Códigos de las razones por la cual el registro de inmunización no pudo realizarse según indicaciones del Ministerio de Salud","ValueSet/VSRazonNOTinm"
https://hl7chile.cl/fhir/ig/clcore/CodeSystem/CSSexoListadoDeis,1.9.3,active,,CSSexoListadoDeis,Sexo Listado Deis,"Sexo Listado Deis","ValueSet/VSSexoListadoDeis"
https://hl7chile.cl/fhir/ig/clcore/CodeSystem/CSTipoIdentificador,1.9.3,active,,CSTipoIdentificador,Tipo Identificador,"Tipo Identificador","ValueSet/VSTiposDocumentos,ValueSet/VSTipoIdentificador"
https://hl7chile.cl/fhir/ig/clcore/CodeSystem/CSTiposEncuentroCL,1.9.3,active,,CSTiposEncuentroCL,Tipos de Encuentro,"Códigos de Encuentros según MINSAL","ValueSet/VSTiposEncuentroCL"
https://hl7chile.cl/fhir/ig/clcore/CodeSystem/EspecialidadesConacemConaceoCS,1.9.3,active,,EspecialidadesConacemConaceoCS,Códigos de Especialidades de CONACEM y CONACEO,"Códigos a usar para las Especialidades provenientes de La Corporación Nacional Autónoma de Certificación de Especialidades Médicas (CONACEM) y de La Corporación Nacional Autónoma de Certificación de Especialidades Odontológicas (CONACEO) de Chile","ValueSet/VSEspecialidadesCL"
https://hl7chile.cl/fhir/ig/clcore/CodeSystem/csrazonnoencuentro,1.9.3,active,,CSrazonnoencuentro,Razón Encuentro Remoto no Realizado,"Códigos de las razones por la cual un encuentro remoto no pudo realizarse según indicaciones del Ministerio de Salud","ValueSet/VSRazonNOT"
urn:ietf:bcp:47,2.0.1,active,"2.16.840.1.113883.6.121",Ietf3066,Tags for the Identification of Languages,"Older value from OID registry.  Superceded; see recommendations in BCP-47.","ValueSet/languages,ValueSet/VSCodigoslenguaje"
urn:iso-astm:E1762-95:2013,4.0.1,draft,"2.16.840.1.113883.4.642.4.64",SignatureTypeCodes,Signature Type Codes,"The Digital Signature Purposes, an indication of the reason an entity signs a document. This is included in the signed information and can be used when determining accountability for various actions concerning the document. Examples include: author, transcriptionist/recorder, and witness.","ValueSet/signature-type"
urn:iso:std:iso:3166,1.0.1,active,"1.0.3166.1",ISO3166Part1,ISO 3166-1 Codes for the representation of names of countries and their subdivisions — Part 1: Country code,"ISO 3166-1 establishes codes that represent the current names of countries, dependencies, and other areas of particular geopolitical interest, on the basis of country names obtained from the United Nations.","ValueSet/CodPais"
